Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
0940494B;Ecole maternelle Valmy;Ecole;Public;2 rue de Valmy;;94220 CHARENTON LE PONT;94220;94018;Charenton-le-Pont;094;24;11;1;0;;;;0146766602;;;ce.0940494B@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940018100117;;48.82663332453272, 2.4018666896453555;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;656087.9;6858674.5;EPSG:2154;Circonscription d'inspection du 1er degré d'Alfortville;48.82663332453272;2.4018666896453555;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941353K;;;0940934E;;;;
0940513X;Ecole maternelle Saint Exupéry;Ecole;Public;86 avenue de Versailles;;94320 THIAIS;94320;94073;Thiais;094;24;11;1;0;;;;0148907698;;;ce.0940513X@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940073600142;;48.7600692464175, 2.3981699630770854;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;655760.1;6851275.6;EPSG:2154;Circonscription d'inspection du 1er degré de Fresnes;48.7600692464175;2.3981699630770854;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941233E;;;0940927X;;;;
0940515Z;Ecole maternelle Le Coteau;Ecole;Public;36 rue des Vignes;;94230 CACHAN;94230;94016;Cachan;094;24;11;1;0;;;;0149696031;;;ce.0940515Z@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940016500094;;48.792042057528505, 2.3396815340268646;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;651490.5;6854864.8;EPSG:2154;Circonscription d'inspection du 1er degré de Cachan;48.792042057528505;2.3396815340268646;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941100K;;;0940922S;;;;
0940535W;Ecole élémentaire Albert Camus;Ecole;Public;137 rue de Brie;;94000 CRETEIL;94000;94028;Créteil;094;24;11;0;1;;;;0145170307;;;ce.0940535W@ac-creteil.fr;1;0;1;;;;;;;;;;;;;REP;;21940028000075;;48.78274801953218, 2.4709677781921386;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;661128.2;6853758.8;EPSG:2154;Circonscription d'inspection du 1er degré de Créteil 2;48.78274801953218;2.4709677781921386;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940003T;;;0941330K;;;;
0940543E;Ecole maternelle Léon Frapie;Ecole;Public;1 rue des Genetrais;;94500 CHAMPIGNY SUR MARNE;94500;94017;Champigny-sur-Marne;094;24;11;1;0;;;;0148814555;;;ce.0940543E@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940017300189;;48.824951687182626, 2.4996187427102443;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;663263.1;6858437.6;EPSG:2154;Circonscription d'inspection du 1er degré de Champigny-sur-Marne 1;48.824951687182626;2.4996187427102443;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940786U;;;0940923T;;;;
0940556U;Ecole maternelle La Plaine;Ecole;Public;15 avenue François Rude;;94230 CACHAN;94230;94016;Cachan;094;24;11;1;0;;;;0149696054;;;ce.0940556U@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940016500078;;48.78696179173143, 2.3332887009754106;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;651016.1;6854303.9;EPSG:2154;Circonscription d'inspection du 1er degré de Cachan;48.78696179173143;2.3332887009754106;Numéro de rue;1965-12-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941100K;;;0940922S;;;;
0940558W;Ecole élémentaire Jacques Decour;Ecole;Public;37 rue du Docteur Roux;;94500 CHAMPIGNY SUR MARNE;94500;94017;Champigny-sur-Marne;094;24;11;0;1;;;;0155971742;;;ce.0940558W@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940017300312;;48.81604586976784, 2.485148709601334;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;662194.3;6857454.2;EPSG:2154;Circonscription d'inspection du 1er degré de Champigny-sur-Marne 1;48.81604586976784;2.485148709601334;Numéro de rue;1965-12-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941431V;;;0940923T;;;;
0940574N;Ecole maternelle Henri Wallon;Ecole;Public;99 rue Louise Aglaé Cretté;;94400 VITRY SUR SEINE;94400;94081;Vitry-sur-Seine;094;24;11;1;0;;;;0143911721;;;ce.0940574N@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940081900161;;48.79864967395887, 2.394310440782089;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;655509.3;6855567.3;EPSG:2154;Circonscription d'inspection du 1er degré de Vitry-sur-Seine 1;48.79864967395887;2.394310440782089;Numéro de rue;1965-12-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941033M;;;0940936G;;;;
0940627W;Ecole élémentaire Paul Langevin;Ecole;Public;2 rue du 8 Mai 1945;;94460 VALENTON;94460;94074;Valenton;094;24;11;0;1;;;;0143890073;;;ce.0940627W@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940074400104;;48.74290696357976, 2.470238549861618;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;661044.9;6849329.5;EPSG:2154;Circonscription d'inspection du 1er degré de Bonneuil-sur-Marne;48.74290696357976;2.470238549861618;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941052H;;;0941980S;;;;
0940644P;Ecole élémentaire Marc Seguin;Ecole;Public;111 avenue Anatole France;;94190 VILLENEUVE ST GEORGES;94190;94078;Villeneuve-Saint-Georges;094;24;11;0;1;;;;0143891222;;;ce.0940644P@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940078500149;;48.74708601081447, 2.4527547613174168;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;659762.5;6849802.9;EPSG:2154;Circonscription d'inspection du 1er degré de Villeneuve-Saint-Georges;48.74708601081447;2.4527547613174168;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940749D;;;0940933D;;;;
0940682F;Ecole élémentaire Jules Ferry;Ecole;Public;2 rue d'Amboile;;94490 ORMESSON SUR MARNE;94490;94055;Ormesson-sur-Marne;094;24;11;0;1;;;;0145760085;;;ce.0940682F@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940055300034;;48.782080410860445, 2.533286380033444;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;665706.7;6853655.7;EPSG:2154;Circonscription d'inspection du 1er degré de Bonneuil-sur-Marne;48.782080410860445;2.533286380033444;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941410X;;;0941980S;;;;
0940710L;Ecole élémentaire Edouard Herriot;Ecole;Public;10 avenue des luats;;94350 VILLIERS SUR MARNE;94350;94079;Villiers-sur-Marne;094;24;11;0;1;;;;0149301869;;;ce.0940710L@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940079300143;;48.819656275022794, 2.5371462025647227;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;666014.8;6857832.0;EPSG:2154;Circonscription d'inspection du 1er degré de Villiers-sur-Marne;48.819656275022794;2.5371462025647227;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940625U;;;0942138N;;;;
0940715S;Ecole maternelle Pierre et Marie Curie;Ecole;Public;6 rue Pierre et Marie Curie;;94480 ABLON SUR SEINE;94480;94001;Ablon-sur-Seine;094;24;11;1;0;;;;0145971287;;;ce.0940715S@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940001700022;;48.72377558989552, 2.420434562734547;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;657367.1;6847228.2;EPSG:2154;Circonscription d'inspection  du 1er degre d'Orly;48.72377558989552;2.420434562734547;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940743X;;;0942396U;;;;
0940735N;Ecole maternelle Berthelot;Ecole;Public;32 rue Curie;;94190 VILLENEUVE ST GEORGES;94190;94078;Villeneuve-Saint-Georges;094;24;11;1;0;;;;0143823583;;;ce.0940735N@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP+;;21940078500099;;48.736953723748414, 2.451541924086925;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;659665.5;6848677.0;EPSG:2154;Circonscription d'inspection du 1er degré de Villeneuve-Saint-Georges;48.736953723748414;2.451541924086925;Numéro de rue;1965-05-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940792A;;;0940933D;;;;
0940767Y;Ecole élémentaire Jacques Solomon;Ecole;Public;25 rue Gagnée;;94200 IVRY SUR SEINE;94200;94041;Ivry-sur-Seine;094;24;11;0;1;;;;0149602620;;;ce.0940767Y@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940041300064;;48.802718843332265, 2.381550691677605;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;654575.6;6856027.0;EPSG:2154;Circonscription d'inspection du 1er degré d'Ivry-sur-Seine;48.802718843332265;2.381550691677605;Numéro de rue;1967-10-11;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941601E;;;0940930A;;;;
0940947U;Ecole maternelle Jean Lurçat;Ecole;Public;Villa des Polognes;;94460 VALENTON;94460;94074;Valenton;094;24;11;1;0;;;;0143890852;;;ce.0940947U@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940074400112;;48.74169690973502, 2.4677404171746864;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;660860.3;6849196.2;EPSG:2154;Circonscription d'inspection du 1er degré de Bonneuil-sur-Marne;48.74169690973502;2.4677404171746864;Rue;1969-03-18;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941052H;;;0941980S;;;;
0941056M;Ecole élémentaire Henri Wallon;Ecole;Public;29 rue Sacco et Vanzetti;;94800 VILLEJUIF;94800;94076;Villejuif;094;24;11;0;1;;;;0146773880;;;ce.0941056M@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940076900317;;48.803532470489124, 2.3613071706385393;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;653089.5;6856129.3;EPSG:2154;Circonscription d'inspection du 1er degré de Villejuif;48.803532470489124;2.3613071706385393;Numéro de rue;1969-07-15;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941039U;;;0940920P;;;;
0941072E;Ecole maternelle Victor Hugo;Ecole;Public;105 avenue Rouget de l'Isle;;94400 VITRY SUR SEINE;94400;94081;Vitry-sur-Seine;094;24;11;1;0;;;;0143911741;;;ce.0941072E@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940081900328;;48.78040543612221, 2.3952203624494377;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;655560.6;6853538.3;EPSG:2154;Circonscription d'inspection du 1er degré de Vitry-sur-Seine 2;48.78040543612221;2.3952203624494377;Numéro de rue;1969-09-12;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941224V;;;0941461C;;;;
0941107T;Ecole maternelle le Hameau des Tilleuls;Ecole;Public;Rue du 8 Mai 1945;;94320 THIAIS;94320;94073;Thiais;094;24;11;1;0;;;;0148529179;;;ce.0941107T@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940073600134;;48.752670126313724, 2.4029207758743447;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;656103.1;6850450.3;EPSG:2154;Circonscription d'inspection du 1er degré de Fresnes;48.752670126313724;2.4029207758743447;Rue;1971-09-17;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940575P;;;0940927X;;;;
0941116C;Ecole élémentaire Charles Péguy;Ecole;Public;91 avenue du Général de Gaulle;;94320 THIAIS;94320;94073;Thiais;094;24;11;0;1;;;;0146862357;;;ce.0941116C@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940073600084;;48.767964475245144, 2.373869558967033;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;653980.8;6852167.3;EPSG:2154;Circonscription d'inspection du 1er degré de Fresnes;48.767964475245144;2.373869558967033;Numéro de rue;1970-05-19;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941233E;;;0940927X;;;;
0941122J;Ecole élémentaire Victor Duruy;Ecole;Public;7 rue de Joinville;;94120 FONTENAY SOUS BOIS;94120;94033;Fontenay-sous-Bois;094;24;11;0;1;;;;0171335756;;;ce.0941122J@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940033000144;;48.84584129827865, 2.4728740856724705;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;661315.1;6860773.1;EPSG:2154;Circonscription d'inspection du 1er degré de Fontenay-sous-Bois;48.84584129827865;2.4728740856724705;Numéro de rue;1970-05-19;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941090Z;;;0940931B;;;;
0941131U;Ecole élémentaire Langevin Wallon;Ecole;Public;18 rue Auguste Gross;;94380 BONNEUIL SUR MARNE;94380;94011;Bonneuil-sur-Marne;094;24;11;0;1;;;;0149800380;;;ce.0941131U@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940011600048;;48.77408137138369, 2.4843393702809573;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;662104.4;6852788.7;EPSG:2154;Circonscription d'inspection du 1er degré de Bonneuil-sur-Marne;48.77408137138369;2.4843393702809573;Numéro de rue;1970-05-19;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940171A;;;0941980S;;;;
0941132V;Ecole élémentaire Bois Clary;Ecole;Public;25 rue Maison Blanche;;94470 BOISSY ST LEGER;94470;94004;Boissy-Saint-Léger;094;24;11;0;1;;;;0175488461;;;ce.0941132V@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940004100030;;48.75276659454051, 2.5302227250009115;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;665462.2;6850397.8;EPSG:2154;Circonscription d'inspection du 1er degré de Boissy-Saint-Léger;48.75276659454051;2.5302227250009115;Numéro de rue;1970-05-19;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941478W;;;0941397H;;;;
0941137A;Ecole maternelle Paul Langevin;Ecole;Public;5 rue Louise du Pierry;;94450 LIMEIL BREVANNES;94450;94044;Limeil-Brévannes;094;24;11;1;0;;;;0156864460;;;ce.0941137A@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940044700120;;48.748759997858805, 2.479956931809968;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;661763.8;6849975.5;EPSG:2154;Circonscription d'inspection du 1er degré de Boissy-Saint-Léger;48.748759997858805;2.479956931809968;Numéro de rue;1970-05-19;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941603G;;;0941397H;;;;
0941247V;Ecole élémentaire Amédée Dunois;Ecole;Public;18 rue de Sucy;;94470 BOISSY ST LEGER;94470;94004;Boissy-Saint-Léger;094;24;11;0;1;;;;0145696833;;;ce.0941247V@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940004100154;;48.751483467296104, 2.5183436965095325;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;664588.0;6850260.4;EPSG:2154;Circonscription d'inspection du 1er degré de Boissy-Saint-Léger;48.751483467296104;2.5183436965095325;Numéro de rue;1971-05-28;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941478W;;;0941397H;;;;
0941250Y;Ecole élémentaire Anatole France B;Ecole;Public;10 square Jean Goujon;;94500 CHAMPIGNY SUR MARNE;94500;94017;Champigny-sur-Marne;094;24;11;0;1;;;;0153881064;;;ce.0941250Y@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP+;;21940017300064;;48.80628108205705, 2.552328203328071;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;667121.1;6856338.4;EPSG:2154;Circonscription d'inspection du 1er degré de Champigny-sur-Marne 2;48.80628108205705;2.552328203328071;Rue;1971-06-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940787V;;;0940924U;;;;
0941260J;Ecole élémentaire Lamartine;Ecole;Public;24 rue des Champs Elysées;;94250 GENTILLY;94250;94037;Gentilly;094;24;11;0;1;;;;0147405811;;;ce.0941260J@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940037100098;;48.81482577028781, 2.338910943848611;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;651455.1;6857398.5;EPSG:2154;Circonscription d'inspection du 1er degré d'Arcueil;48.81482577028781;2.338910943848611;Numéro de rue;1971-05-28;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941099J;;;0940928Y;;;;
0941266R;Ecole élémentaire les Planètes;Ecole;Public;9 rue de Marne;;94700 MAISONS ALFORT;94700;94046;Maisons-Alfort;094;24;11;0;1;;;;0156721750;;;ce.0941266R@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940046200186;;48.806533104142105, 2.459662094252018;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;660315.6;6856409.0;EPSG:2154;Circonscription d'inspection du 1er degré de Maisons-Alfort;48.806533104142105;2.459662094252018;Numéro de rue;1971-05-28;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941597A;;;0941537K;;;;
0941320Z;Ecole élémentaire Jules Ferry;Ecole;Public;64 rue Roublot;;94120 FONTENAY SOUS BOIS;94120;94033;Fontenay-sous-Bois;094;24;11;0;1;;;;0171335772;;;ce.0941320Z@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940033000227;;48.85058748682446, 2.4600406680792464;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;660376.9;6861307.2;EPSG:2154;Circonscription d'inspection du 1er degré de Fontenay-sous-Bois;48.85058748682446;2.4600406680792464;Numéro de rue;1972-05-31;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941090Z;;;0940931B;;;;
0941322B;Ecole élémentaire Charles Péguy;Ecole;Public;20 avenue de la Liberté;;94700 MAISONS ALFORT;94700;94046;Maisons-Alfort;094;24;11;0;1;;;;0145184192;;;ce.0941322B@ac-creteil.fr;1;0;1;;;;;;;;;;;;;REP;;21940046200160;;48.79548607616059, 2.4319551734266898;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;658271.9;6855195.0;EPSG:2154;Circonscription d'inspection du 1er degré de Maisons-Alfort;48.79548607616059;2.4319551734266898;Numéro de rue;1972-05-31;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941024C;;;0941537K;;;;
0941371E;Ecole maternelle les 40 Arpents;Ecole;Public;Voie aux Vaches;;94440 SANTENY;94440;94070;Santeny;094;24;11;1;0;;;;0143860456;;;ce.0941371E@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940070200037;;48.72956205378792, 2.575047800113621;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;668743.8;6847799.2;EPSG:2154;Circonscription d'inspection du 1er degré de Marolles-en-Brie;48.72956205378792;2.575047800113621;Rue;1973-06-14;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941782B;;;0941460B;;;;
0941372F;Ecole maternelle Jean Moulin;Ecole;Public;3 A rue Germain Defresne;;94400 VITRY SUR SEINE;94400;94081;Vitry-sur-Seine;094;24;11;1;0;;;;0146828091;;;ce.0941372F@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940081900229;;48.79385524719978, 2.3911738879301474;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;655274.8;6855036.0;EPSG:2154;Circonscription d'inspection du 1er degré de Vitry-sur-Seine 2;48.79385524719978;2.3911738879301474;Rue;1973-06-14;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0941033M;;;0941461C;;;;
0941390A;Ecole élémentaire Victor Hugo;Ecole;Public;38 rue Henri Matisse;;94400 VITRY SUR SEINE;94400;94081;Vitry-sur-Seine;094;24;11;0;1;;;;0603998485;;;ce.0941390A@ac-creteil.fr;1;0;1;;;;;;;;;;;;;REP;;21940081900435;;48.77948844674169, 2.392287338071033;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;655344.3;6853438.0;EPSG:2154;Circonscription d'inspection du 1er degré de Vitry-sur-Seine 2;48.77948844674169;2.392287338071033;Numéro de rue;1973-06-18;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941224V;;;0941461C;;;;
0941401M;Ecole élémentaire Jean Jaurès;Ecole;Public;6 rue du Verrou;;94500 CHAMPIGNY SUR MARNE;94500;94017;Champigny-sur-Marne;094;24;11;0;1;;;;0148814483;;;ce.0941401M@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940017300403;;48.826455420141585, 2.4996179315658615;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;663264.1;6858604.8;EPSG:2154;Circonscription d'inspection du 1er degré de Champigny-sur-Marne 1;48.826455420141585;2.4996179315658615;Numéro de rue;1973-10-01;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0940786U;;;0940923T;;;;
0941451S;Ecole primaire Gaspard Monge;Ecole;Public;Boulevard Montaigut;;94000 CRETEIL;94000;94028;Créteil;094;24;11;1;1;;;;0148981121;;;ce.0941451S@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940028000299;;48.7915381154228, 2.4442790873510356;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;659174.1;6854749.6;EPSG:2154;Circonscription d'inspection du 1er degré de Créteil 1;48.7915381154228;2.4442790873510356;Rue;1975-03-28;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941102M;;;0940926W;;;;
0941458Z;Ecole élémentaire Marcel Cachin;Ecole;Public;5 avenue Alsace Lorraine;;94500 CHAMPIGNY SUR MARNE;94500;94017;Champigny-sur-Marne;094;24;11;0;1;;;;0155093068;;;ce.0941458Z@ac-creteil.fr;1;0;1;;;;;;;;;;;;;;;21940017300197;;48.81425724952973, 2.491719385201851;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;662675.5;6857252.2;EPSG:2154;Circonscription d'inspection du 1er degré de Champigny-sur-Marne 1;48.81425724952973;2.491719385201851;Numéro de rue;1975-09-11;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0941431V;;;0940923T;;;;
0941488G;Ecole maternelle Jean de La Fontaine;Ecole;Public;31 boulevard de l'Europe;;94340 JOINVILLE LE PONT;94340;94042;Joinville-le-Pont;094;24;11;1;0;;;;0148893211;;;ce.0941488G@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21940042100034;;48.814732860802856, 2.46408476455267;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;660646.6;6857318.5;EPSG:2154;Circonscription d'inspection du 1er degré de Nogent-sur-Marne;48.814732860802856;2.46408476455267;Numéro de rue;1976-04-27;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940012C;;;0942241A;;;;
0941511G;Ecole maternelle Marcel Pagnol;Ecole;Public;15 rue Clément Ader;;94430 CHENNEVIERES SUR MARNE;94430;94019;Chennevières-sur-Marne;094;24;11;1;0;;;;0145764449;;;ce.0941511G@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21940019900044;;48.79882618775844, 2.553786252130974;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;667223.5;6855508.9;EPSG:2154;Circonscription d'inspection du 1er degré de Champigny-sur-Marne 2;48.79882618775844;2.553786252130974;Numéro de rue;1976-09-23;2026-05-27;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0940787V;;;0940924U;;;;
